05/16/2018,16:22:34,48.5251,28.67,972.0967,341.8125,1.9893,389550.0000,22.81
05/16/2018,16:22:40,47.7549,28.54,972.1047,335.5625,1.9898,389537.0000,22.94
05/16/2018,16:22:46,48.9610,28.49,972.1038,356.1875,1.9898,388369.0000,20.88
05/16/2018,16:22:52,47.9811,28.67,972.1372,353.1875,1.9898,388553.0000,21.38
05/16/2018,16:22:58,48.2170,28.77,972.1350,355.1250,1.9898,388391.0000,21.19
05/16/2018,16:23:04,48.8135,28.79,972.1375,359.1250,1.9898,388355.0000,20.69
05/16/2018,16:23:10,48.5841,28.79,972.1091,357.1250,1.9898,388548.0000,21.25
05/16/2018,16:23:16,48.5907,28.95,972.1357,354.3125,1.9898,388561.0000,21.25
05/16/2018,16:23:22,48.0302,29.09,972.1619,357.0000,1.9903,388350.0000,20.88
05/16/2018,16:23:28,47.6041,29.07,972.1504,355.1875,1.9898,388504.0000,21.31
05/16/2018,16:23:34,47.8401,28.98,972.1099,355.5000,1.9898,388526.0000,21.19
05/16/2018,16:23:40,46.2833,28.75,972.0908,359.0625,1.9898,388419.0000,20.69
05/16/2018,16:23:46,48.2334,28.72,972.1365,355.0625,1.9898,388524.0000,21.19
05/16/2018,16:23:52,47.8205,28.61,972.1362,355.6250,1.9898,388525.0000,21.19
05/16/2018,16:23:58,47.9385,28.70,972.1057,358.6250,1.9898,388475.0000,20.81
05/16/2018,16:24:04,48.0532,28.61,972.1304,355.5000,1.9903,388521.0000,21.19
05/16/2018,16:24:10,48.8889,28.58,972.1250,355.8125,1.9898,388331.0000,21.12
05/16/2018,16:24:16,48.6792,28.58,972.1208,355.5000,1.9898,388393.0000,21.19
05/16/2018,16:24:22,47.5681,28.72,972.0803,356.5625,1.9898,388504.0000,21.12
05/16/2018,16:24:28,47.9647,28.84,972.1394,358.2500,1.9898,388332.0000,20.81
05/16/2018,16:24:34,47.7516,28.93,972.1064,352.5000,1.9903,388465.0000,21.44
05/16/2018,16:24:40,47.9286,28.72,972.0889,356.1875,1.9898,388437.0000,21.19
05/16/2018,16:24:46,48.8398,28.65,972.1108,359.0625,1.9898,388339.0000,20.69
05/16/2018,16:25:47,49.2855,29.49,972.1245,341.8125,1.9898,389409.0000,22.12
05/16/2018,16:25:53,56.0306,29.91,972.1233,339.6875,1.9898,389422.0000,22.69
05/16/2018,16:25:59,52.5761,29.84,972.1125,359.0625,1.9898,388323.0000,20.75
05/16/2018,16:26:05,50.9210,29.84,972.0898,356.8125,1.9898,388519.0000,21.31
05/16/2018,16:26:35,47.0076,29.76,972.1272,343.3750,1.9893,389180.0000,22.75
05/16/2018,16:26:41,47.3485,29.67,972.1018,343.0000,1.9893,389306.0000,22.56
05/16/2018,16:26:47,46.7356,29.86,972.0688,359.1250,1.9898,388339.0000,20.75
05/16/2018,16:26:53,46.7881,29.76,972.0867,359.4375,1.9893,388506.0000,20.75
05/16/2018,16:26:59,47.0011,29.81,972.1008,355.8125,1.9898,388495.0000,21.50
05/16/2018,16:27:53,48.3973,29.72,972.0771,342.5625,1.9893,389196.0000,22.88
05/16/2018,16:27:59,46.8274,29.67,972.0925,343.2500,1.9898,389109.0000,22.75
05/16/2018,16:28:05,47.2535,29.44,972.0676,358.9375,1.9898,388332.0000,20.75
05/16/2018,16:28:11,46.7520,29.60,972.0952,354.7500,1.9898,388486.0000,21.38
05/16/2018,16:29:20,35.9068,31.11,972.1069,339.0625,1.9898,389174.0000,23.06
05/16/2018,16:29:26,46.6209,29.53,972.1040,339.1875,1.9898,388909.0000,23.06
05/16/2018,16:29:32,46.5193,29.49,972.1165,359.3125,1.9898,388331.0000,20.69
05/16/2018,16:29:38,46.4603,29.25,972.1255,355.7500,1.9898,388508.0000,21.19
05/16/2018,16:29:44,46.6766,29.32,972.1333,355.8750,1.9898,388491.0000,21.19
05/16/2018,16:29:50,46.7553,29.44,972.1274,357.9375,1.9898,388339.0000,20.81
05/16/2018,16:29:56,45.5754,29.42,972.1213,354.7500,1.9898,388509.0000,21.31
05/16/2018,16:30:02,45.7786,29.39,972.1272,355.5000,1.9898,388462.0000,21.19
05/16/2018,16:30:08,46.7684,29.26,972.1350,359.6250,1.9898,388309.0000,20.62
05/16/2018,16:30:14,46.5029,29.25,972.1213,355.5625,1.9898,388488.0000,21.12
05/16/2018,16:30:20,45.8572,29.39,972.1145,356.0625,1.9898,388468.0000,21.12
05/16/2018,16:30:26,45.9949,29.23,972.0864,358.6875,1.9898,388387.0000,20.75
05/16/2018,16:30:32,46.2276,29.25,972.1179,354.3125,1.9898,388443.0000,21.31
05/16/2018,16:30:38,46.4046,29.30,972.0840,359.6250,1.9893,388287.0000,20.75
05/16/2018,16:30:44,46.4374,29.12,972.1106,356.0000,1.9898,388480.0000,21.12
05/16/2018,16:30:50,46.3685,29.10,972.0264,356.3125,1.9898,388355.0000,21.12
05/16/2018,16:30:56,45.6377,29.26,972.0525,359.8750,1.9898,388301.0000,20.62
05/16/2018,16:31:02,45.8179,29.40,972.0583,357.0000,1.9898,388436.0000,21.31
05/16/2018,16:31:08,46.2374,29.40,972.0798,355.9375,1.9898,388404.0000,21.25
05/16/2018,16:31:14,45.4476,29.37,972.0942,360.5625,1.9898,388286.0000,20.62
05/16/2018,16:31:20,45.6835,29.49,972.0820,356.1875,1.9898,388406.0000,21.12
05/16/2018,16:31:26,45.1985,29.39,972.0781,356.2500,1.9898,388436.0000,21.12
05/16/2018,16:31:32,46.1260,29.40,972.0808,359.3125,1.9898,388320.0000,20.75
05/16/2018,16:31:38,45.8310,29.63,972.0901,356.4375,1.9898,388400.0000,21.19
05/16/2018,16:31:44,45.5656,29.63,972.0898,359.4375,1.9898,388424.0000,21.12
05/16/2018,16:31:50,46.0080,29.26,972.1040,356.8125,1.9898,388431.0000,21.06
05/16/2018,16:31:56,45.3787,29.26,972.0991,356.6875,1.9898,388440.0000,21.06
05/16/2018,16:32:02,45.6344,29.25,972.0913,356.9375,1.9898,388280.0000,21.00
05/16/2018,16:32:08,45.3460,29.35,972.0828,356.6250,1.9903,388421.0000,21.19
05/16/2018,16:32:14,46.4013,29.51,972.0833,354.3750,1.9898,388365.0000,21.31
05/16/2018,16:32:20,46.1588,29.49,972.0918,359.9375,1.9898,388315.0000,20.62
05/16/2018,16:32:26,45.6966,29.54,972.0806,356.2500,1.9898,388428.0000,21.12
05/16/2018,16:33:30,48.0663,30.25,971.8560,347.0000,1.9903,389208.0000,22.69
05/16/2018,16:33:36,46.7586,30.35,971.8110,344.1250,1.9893,388965.0000,22.44
05/16/2018,16:33:42,46.9585,30.63,971.7993,355.6250,1.9898,388470.0000,21.19
05/16/2018,16:33:48,45.8999,30.25,971.7817,355.2500,1.9898,388335.0000,21.25
05/16/2018,16:34:56,46.5652,29.90,972.0388,346.6875,1.9898,389134.0000,22.19
05/16/2018,16:35:02,45.3689,29.90,971.9900,345.8750,1.9893,388784.0000,22.50
05/16/2018,16:35:08,45.7163,29.74,972.0422,360.0000,1.9898,388304.0000,20.69
05/16/2018,16:35:14,45.7655,29.86,972.0337,349.7500,1.9898,388951.0000,23.31
05/16/2018,16:35:20,45.3066,29.95,972.0352,349.3125,1.9898,388433.0000,22.44
05/16/2018,16:35:26,45.4312,29.93,972.0178,353.1875,1.9898,388548.0000,21.75
05/16/2018,16:35:32,45.8572,30.02,972.0520,356.3125,1.9898,388376.0000,21.25
05/16/2018,16:35:38,45.0182,30.00,971.9111,360.5625,1.9898,388263.0000,20.62
05/16/2018,16:35:44,44.7691,29.91,971.9241,357.4375,1.9898,388431.0000,21.12
05/16/2018,16:35:50,44.0972,29.65,972.0496,358.1250,1.9898,388273.0000,21.06
05/16/2018,16:41:11,47.0208,29.67,971.9421,341.3750,1.9898,388744.0000,23.12
05/16/2018,16:41:17,47.9614,29.00,971.9309,344.9375,1.9893,389015.0000,22.75
05/16/2018,16:41:23,46.9159,29.00,971.9380,360.9375,1.9898,388251.0000,20.50
05/16/2018,16:41:29,46.9880,28.91,971.9351,361.1250,1.9898,388247.0000,20.50
05/16/2018,16:41:35,47.6631,28.84,971.8979,361.1250,1.9893,388258.0000,20.50
05/16/2018,16:41:41,48.7316,29.02,971.9177,361.0625,1.9898,388241.0000,20.50
05/16/2018,16:41:47,47.7942,29.00,971.9326,357.5625,1.9893,388261.0000,20.75
05/16/2018,16:41:53,47.2403,28.96,971.9548,361.0625,1.9893,388255.0000,20.56
05/16/2018,16:41:59,48.4727,28.98,971.9453,360.8750,1.9898,388253.0000,20.56
05/16/2018,16:42:05,47.1289,28.96,971.9238,348.0625,1.9903,388937.0000,23.12
05/16/2018,16:42:11,46.9323,29.00,971.9419,343.9375,1.9898,389013.0000,23.25
05/16/2018,16:42:17,46.7684,29.07,971.9509,360.5000,1.9898,388239.0000,20.69
05/16/2018,16:42:23,47.2338,29.07,971.9558,358.0000,1.9903,388382.0000,21.12
05/16/2018,16:42:29,46.7913,29.21,971.9775,360.1250,1.9898,388415.0000,21.12
05/16/2018,16:42:35,46.9978,29.26,971.9709,361.1250,1.9893,388276.0000,20.56
05/16/2018,16:42:41,46.8700,29.33,971.9868,356.9375,1.9898,388471.0000,21.06
05/16/2018,16:42:47,46.6897,29.33,971.9690,356.2500,1.9898,388226.0000,21.12
05/16/2018,16:42:53,46.3325,29.33,971.9604,356.4375,1.9898,388441.0000,21.19
05/16/2018,16:42:59,46.3423,29.16,971.9568,358.8125,1.9898,388417.0000,21.25
05/16/2018,16:43:05,46.7979,29.14,971.9958,361.9375,1.9893,388248.0000,20.50
05/16/2018,16:43:11,46.3292,28.95,971.9321,356.6875,1.9893,388463.0000,21.06
05/16/2018,16:43:17,46.4898,28.75,971.9080,357.5000,1.9898,388421.0000,21.00
05/16/2018,16:43:23,46.7815,29.05,971.9631,360.9375,1.9898,388236.0000,20.56
05/16/2018,16:43:29,45.6344,29.14,971.9353,355.7500,1.9898,388418.0000,21.19
05/16/2018,16:43:35,46.0670,29.23,971.9795,359.5625,1.9898,388353.0000,20.94
05/16/2018,16:43:41,46.6832,29.12,971.9456,361.1250,1.9898,388414.0000,20.56
05/16/2018,16:43:47,46.4210,29.32,971.9578,358.3750,1.9898,388397.0000,21.00
05/16/2018,16:43:53,46.3980,29.32,971.9678,358.3750,1.9898,388376.0000,21.00
05/16/2018,16:43:59,46.5980,29.33,971.9558,359.5625,1.9898,388373.0000,20.88
05/16/2018,16:44:05,46.0375,29.53,971.9224,355.3125,1.9898,388230.0000,21.25
05/16/2018,16:44:11,46.9192,29.35,971.8970,359.5000,1.9893,388249.0000,20.81
05/16/2018,16:44:17,45.8409,29.49,971.9353,357.6875,1.9898,388376.0000,21.06
05/16/2018,16:44:23,46.0900,29.47,971.9949,359.0000,1.9898,388338.0000,21.00
05/16/2018,16:44:29,45.3525,29.30,971.9607,361.3750,1.9903,388243.0000,20.56
05/16/2018,16:44:35,46.2505,29.40,971.9436,357.5625,1.9898,388249.0000,21.19
05/16/2018,16:44:41,46.3620,29.67,971.9382,357.2500,1.9898,388384.0000,21.19
05/16/2018,16:44:47,46.2309,29.72,971.9485,362.0625,1.9898,388237.0000,20.56
05/16/2018,16:44:53,45.2083,29.86,971.9280,357.1875,1.9898,388219.0000,21.06
05/16/2018,16:44:59,44.4020,29.84,971.9875,359.1250,1.9898,388349.0000,21.00
05/16/2018,16:45:05,45.4639,29.54,971.9648,359.9375,1.9898,388383.0000,20.81
05/16/2018,16:45:11,45.3623,29.51,971.9543,357.0625,1.9903,388399.0000,21.19
05/16/2018,16:55:36,48.2138,28.10,971.8879,346.2500,1.9898,388828.0000,22.56
05/16/2018,16:55:42,48.7152,28.14,971.8735,350.1875,1.9898,388825.0000,22.06
05/16/2018,16:55:48,48.0466,27.80,971.8867,361.7500,1.9898,388221.0000,20.50
05/16/2018,16:55:54,47.7287,27.70,971.8745,358.3125,1.9893,388223.0000,20.69
05/16/2018,16:56:00,48.3908,27.68,971.9180,360.3125,1.9898,388232.0000,20.62
05/16/2018,16:56:06,48.3121,28.00,971.8799,361.9375,1.9898,388544.0000,20.50
05/16/2018,16:56:12,54.6049,28.65,971.8438,351.8125,1.9898,388809.0000,22.44
05/16/2018,16:56:18,51.0095,28.40,971.8584,345.3750,1.9898,388982.0000,23.19
05/16/2018,16:56:24,50.2622,28.45,971.8625,344.4375,1.9898,388616.0000,23.31
05/16/2018,16:56:30,49.8328,28.58,971.8291,347.7500,1.9898,388606.0000,23.00
05/16/2018,16:56:36,49.7083,28.65,971.8369,361.6875,1.9898,388357.0000,21.56
05/16/2018,16:58:14,49.1937,28.10,971.8450,353.3750,1.9893,388552.0000,22.25
05/16/2018,16:58:20,48.5612,28.24,971.8547,355.3125,1.9898,388894.0000,22.00
05/16/2018,16:58:26,48.9053,28.23,971.8479,362.0625,1.9898,388213.0000,20.50
05/16/2018,16:58:32,49.6788,28.38,971.8435,362.0625,1.9898,388228.0000,20.50
05/16/2018,16:58:38,49.8001,28.47,971.8284,350.7500,1.9898,388733.0000,22.38
05/16/2018,16:58:44,49.3609,28.59,971.8440,357.0625,1.9898,388634.0000,22.88
05/16/2018,16:58:50,49.2855,28.44,971.8098,351.5625,1.9898,388719.0000,23.19
05/16/2018,16:58:56,46.8864,28.07,971.7954,359.7500,1.9898,388594.0000,21.94
05/16/2018,16:59:02,47.5976,28.10,971.8391,357.5000,1.9898,388391.0000,21.44
05/16/2018,16:59:08,48.7906,28.44,971.8354,360.0000,1.9893,388281.0000,21.00
05/16/2018,16:59:14,48.5612,28.47,971.7622,354.4375,1.9898,388492.0000,22.00
